97856	5000	1	30	0.01	70.0
7105	5000	1	30	0.01	54.6
3189	5000	1	30	0.01	80.0
13594	5000	1	30	0.01	71.4
4	5000	1	30	0.01	51.2
Media:5000	1	30	0.01	64.53999999999999
1234	5000	1	30	0.001	41.0
242359	5000	1	30	0.001	63.2
986	5000	1	30	0.001	42.6
5437	5000	1	30	0.001	68.6
72463	5000	1	30	0.001	36.0
97856	5000	1	30	0.001	53.0
7105	5000	1	30	0.001	38.4
3189	5000	1	30	0.001	61.8
13594	5000	1	30	0.001	58.4
4	5000	1	30	0.001	30.4
Media:5000	1	30	0.001	49.33999999999999
1234	5000	1	30	1.0E-4	29.0
242359	5000	1	30	1.0E-4	28.8
986	5000	1	30	1.0E-4	41.2
5437	5000	1	30	1.0E-4	34.8
72463	5000	1	30	1.0E-4	34.2
97856	5000	1	30	1.0E-4	44.2
7105	5000	1	30	1.0E-4	30.2
3189	5000	1	30	1.0E-4	45.4
13594	5000	1	30	1.0E-4	54.0
4	5000	1	30	1.0E-4	27.4
Media:5000	1	30	1.0E-4	36.919999999999995
1234	5000	1	30	1.0E-5	27.8
242359	5000	1	30	1.0E-5	25.4
986	5000	1	30	1.0E-5	43.0
5437	5000	1	30	1.0E-5	28.0
72463	5000	1	30	1.0E-5	35.8
97856	5000	1	30	1.0E-5	43.8
7105	5000	1	30	1.0E-5	22.8
3189	5000	1	30	1.0E-5	51.2
13594	5000	1	30	1.0E-5	59.2
4	5000	1	30	1.0E-5	28.2
Media:5000	1	30	1.0E-5	36.519999999999996
1234	5000	1	40	0.1	67.6
242359	5000	1	40	0.1	88.0
986	5000	1	40	0.1	52.0
5437	5000	1	40	0.1	100.8
72463	5000	1	40	0.1	50.0
97856	5000	1	40	0.1	82.6
7105	5000	1	40	0.1	69.2
3189	5000	1	40	0.1	89.4
13594	5000	1	40	0.1	70.8
4	5000	1	40	0.1	58.6
Media:5000	1	40	0.1	72.9
1234	5000	1	40	0.01	64.2
242359	5000	1	40	0.01	77.6
986	5000	1	40	0.01	43.2
5437	5000	1	40	0.01	86.4
72463	5000	1	40	0.01	41.4
97856	5000	1	40	0.01	69.6
7105	5000	1	40	0.01	56.4
3189	5000	1	40	0.01	77.8
13594	5000	1	40	0.01	66.2
4	5000	1	40	0.01	49.2
Media:5000	1	40	0.01	63.2
1234	5000	1	40	0.001	39.8
242359	5000	1	40	0.001	63.4
986	5000	1	40	0.001	40.2
5437	5000	1	40	0.001	53.8
72463	5000	1	40	0.001	38.8
97856	5000	1	40	0.001	43.8
7105	5000	1	40	0.001	42.8
3189	5000	1	40	0.001	60.2
13594	5000	1	40	0.001	54.0
4	5000	1	40	0.001	27.4
Media:5000	1	40	0.001	46.42
1234	5000	1	40	1.0E-4	34.4
242359	5000	1	40	1.0E-4	32.4
986	5000	1	40	1.0E-4	39.2
5437	5000	1	40	1.0E-4	35.4
72463	5000	1	40	1.0E-4	36.2
97856	5000	1	40	1.0E-4	42.2
7105	5000	1	40	1.0E-4	34.6
3189	5000	1	40	1.0E-4	44.6
13594	5000	1	40	1.0E-4	54.0
4	5000	1	40	1.0E-4	24.2
Media:5000	1	40	1.0E-4	37.72
1234	5000	1	40	1.0E-5	30.8
242359	5000	1	40	1.0E-5	30.2
986	5000	1	40	1.0E-5	43.8
5437	5000	1	40	1.0E-5	33.4
72463	5000	1	40	1.0E-5	36.0
97856	5000	1	40	1.0E-5	43.0
7105	5000	1	40	1.0E-5	29.8
3189	5000	1	40	1.0E-5	44.0
13594	5000	1	40	1.0E-5	56.0
4	5000	1	40	1.0E-5	24.6
Media:5000	1	40	1.0E-5	37.160000000000004
1234	5000	1	50	0.1	69.6
242359	5000	1	50	0.1	83.8
986	5000	1	50	0.1	51.0
5437	5000	1	50	0.1	97.0
72463	5000	1	50	0.1	51.8
97856	5000	1	50	0.1	77.8
7105	5000	1	50	0.1	67.6
3189	5000	1	50	0.1	91.4
13594	5000	1	50	0.1	76.0
4	5000	1	50	0.1	57.8
Media:5000	1	50	0.1	72.38
1234	5000	1	50	0.01	57.0
242359	5000	1	50	0.01	76.2
986	5000	1	50	0.01	41.8
5437	5000	1	50	0.01	78.4
72463	5000	1	50	0.01	46.2
97856	5000	1	50	0.01	67.0
7105	5000	1	50	0.01	56.0
3189	5000	1	50	0.01	70.4
13594	5000	1	50	0.01	62.2
4	5000	1	50	0.01	46.4
Media:5000	1	50	0.01	60.160000000000004
1234	5000	1	50	0.001	40.4
242359	5000	1	50	0.001	59.6
986	5000	1	50	0.001	40.8
5437	5000	1	50	0.001	47.8
72463	5000	1	50	0.001	38.0
97856	5000	1	50	0.001	46.0
7105	5000	1	50	0.001	33.2
3189	5000	1	50	0.001	66.8
13594	5000	1	50	0.001	56.6
4	5000	1	50	0.001	35.2
Media:5000	1	50	0.001	46.440000000000005
1234	5000	1	50	1.0E-4	32.4
242359	5000	1	50	1.0E-4	40.4
986	5000	1	50	1.0E-4	40.6
5437	5000	1	50	1.0E-4	31.6
72463	5000	1	50	1.0E-4	36.8
97856	5000	1	50	1.0E-4	42.8
7105	5000	1	50	1.0E-4	30.8
3189	5000	1	50	1.0E-4	44.6
13594	5000	1	50	1.0E-4	54.0
4	5000	1	50	1.0E-4	27.2
Media:5000	1	50	1.0E-4	38.120000000000005
1234	5000	1	50	1.0E-5	29.2
242359	5000	1	50	1.0E-5	38.0
986	5000	1	50	1.0E-5	40.4
5437	5000	1	50	1.0E-5	28.0
72463	5000	1	50	1.0E-5	34.6
97856	5000	1	50	1.0E-5	41.0
7105	5000	1	50	1.0E-5	29.0
3189	5000	1	50	1.0E-5	43.6
13594	5000	1	50	1.0E-5	56.8
4	5000	1	50	1.0E-5	28.6
Media:5000	1	50	1.0E-5	36.92
1234	5000	1	60	0.1	69.6
242359	5000	1	60	0.1	82.2
986	5000	1	60	0.1	47.4
5437	5000	1	60	0.1	99.4
72463	5000	1	60	0.1	54.4
97856	5000	1	60	0.1	79.4
7105	5000	1	60	0.1	64.4
3189	5000	1	60	0.1	88.4
13594	5000	1	60	0.1	69.6
4	5000	1	60	0.1	60.0
Media:5000	1	60	0.1	71.47999999999999
1234	5000	1	60	0.01	54.2
242359	5000	1	60	0.01	66.8
986	5000	1	60	0.01	41.4
5437	5000	1	60	0.01	94.2
72463	5000	1	60	0.01	41.0
97856	5000	1	60	0.01	65.0
7105	5000	1	60	0.01	54.8
3189	5000	1	60	0.01	74.0
13594	5000	1	60	0.01	60.8
4	5000	1	60	0.01	44.0
Media:5000	1	60	0.01	59.620000000000005
1234	5000	1	60	0.001	39.4
242359	5000	1	60	0.001	55.0
986	5000	1	60	0.001	39.8
5437	5000	1	60	0.001	57.0
72463	5000	1	60	0.001	36.0
97856	5000	1	60	0.001	52.2
7105	5000	1	60	0.001	35.8
3189	5000	1	60	0.001	52.4
13594	5000	1	60	0.001	54.0
4	5000	1	60	0.001	28.6
Media:5000	1	60	0.001	45.019999999999996
1234	5000	1	60	1.0E-4	29.4
242359	5000	1	60	1.0E-4	35.8
986	5000	1	60	1.0E-4	40.4
5437	5000	1	60	1.0E-4	34.8
72463	5000	1	60	1.0E-4	37.8
97856	5000	1	60	1.0E-4	38.6
7105	5000	1	60	1.0E-4	29.8
3189	5000	1	60	1.0E-4	45.6
13594	5000	1	60	1.0E-4	54.4
4	5000	1	60	1.0E-4	27.4
Media:5000	1	60	1.0E-4	37.39999999999999
1234	5000	1	60	1.0E-5	28.6
242359	5000	1	60	1.0E-5	33.6
986	5000	1	60	1.0E-5	43.0
5437	5000	1	60	1.0E-5	32.6
72463	5000	1	60	1.0E-5	31.4
97856	5000	1	60	1.0E-5	36.0
7105	5000	1	60	1.0E-5	32.2
3189	5000	1	60	1.0E-5	47.6
13594	5000	1	60	1.0E-5	55.6
4	5000	1	60	1.0E-5	21.6
Media:5000	1	60	1.0E-5	36.22000000000001
1234	5000	1	70	0.1	66.4
242359	5000	1	70	0.1	85.8
986	5000	1	70	0.1	50.0
5437	5000	1	70	0.1	100.2
72463	5000	1	70	0.1	56.8
97856	5000	1	70	0.1	80.2
7105	5000	1	70	0.1	66.0
3189	5000	1	70	0.1	93.8
13594	5000	1	70	0.1	73.4
4	5000	1	70	0.1	55.0
Media:5000	1	70	0.1	72.75999999999999
1234	5000	1	70	0.01	56.6
242359	5000	1	70	0.01	73.6
986	5000	1	70	0.01	45.2
5437	5000	1	70	0.01	78.0
72463	5000	1	70	0.01	45.2
97856	5000	1	70	0.01	64.2
7105	5000	1	70	0.01	48.8
3189	5000	1	70	0.01	68.0
13594	5000	1	70	0.01	65.4
4	5000	1	70	0.01	43.2
Media:5000	1	70	0.01	58.82000000000001
1234	5000	1	70	0.001	41.6
242359	5000	1	70	0.001	53.8
986	5000	1	70	0.001	44.2
5437	5000	1	70	0.001	69.6
72463	5000	1	70	0.001	34.0
97856	5000	1	70	0.001	49.0
7105	5000	1	70	0.001	43.8
3189	5000	1	70	0.001	57.8
13594	5000	1	70	0.001	54.0
4	5000	1	70	0.001	28.8
Media:5000	1	70	0.001	47.66000000000001
1234	5000	1	70	1.0E-4	27.6
242359	5000	1	70	1.0E-4	31.0
986	5000	1	70	1.0E-4	41.2
5437	5000	1	70	1.0E-4	31.2
72463	5000	1	70	1.0E-4	34.2
97856	5000	1	70	1.0E-4	39.0
7105	5000	1	70	1.0E-4	34.8
3189	5000	1	70	1.0E-4	45.6
13594	5000	1	70	1.0E-4	55.0
4	5000	1	70	1.0E-4	25.0
Media:5000	1	70	1.0E-4	36.46
1234	5000	1	70	1.0E-5	28.8
242359	5000	1	70	1.0E-5	26.4
986	5000	1	70	1.0E-5	37.8
5437	5000	1	70	1.0E-5	24.0
72463	5000	1	70	1.0E-5	35.2
97856	5000	1	70	1.0E-5	44.4
7105	5000	1	70	1.0E-5	27.2
3189	5000	1	70	1.0E-5	43.0
13594	5000	1	70	1.0E-5	54.0
4	5000	1	70	1.0E-5	27.2
Media:5000	1	70	1.0E-5	34.8
1234	5000	5	1	0.1	71.6
242359	5000	5	1	0.1	91.0
986	5000	5	1	0.1	54.0
5437	5000	5	1	0.1	103.4
72463	5000	5	1	0.1	58.0
97856	5000	5	1	0.1	84.8
7105	5000	5	1	0.1	72.0
3189	5000	5	1	0.1	95.4
13594	5000	5	1	0.1	81.0
4	5000	5	1	0.1	59.2
Media:5000	5	1	0.1	77.03999999999999
1234	5000	5	1	0.01	71.2
242359	5000	5	1	0.01	91.0
986	5000	5	1	0.01	54.0
5437	5000	5	1	0.01	101.8
72463	5000	5	1	0.01	58.0
97856	5000	5	1	0.01	86.0
7105	5000	5	1	0.01	71.4
3189	5000	5	1	0.01	96.0
13594	5000	5	1	0.01	81.0
4	5000	5	1	0.01	59.4
Media:5000	5	1	0.01	76.97999999999999
1234	5000	5	1	0.001	72.0
242359	5000	5	1	0.001	87.4
986	5000	5	1	0.001	54.0
5437	5000	5	1	0.001	103.0
72463	5000	5	1	0.001	57.8
97856	5000	5	1	0.001	86.0
7105	5000	5	1	0.001	70.4
3189	5000	5	1	0.001	95.4
13594	5000	5	1	0.001	81.0
4	5000	5	1	0.001	59.6
Media:5000	5	1	0.001	76.66
1234	5000	5	1	1.0E-4	71.4
242359	5000	5	1	1.0E-4	89.8
986	5000	5	1	1.0E-4	54.0
5437	5000	5	1	1.0E-4	103.6
72463	5000	5	1	1.0E-4	58.0
97856	5000	5	1	1.0E-4	85.0
7105	5000	5	1	1.0E-4	72.0
3189	5000	5	1	1.0E-4	96.0
13594	5000	5	1	1.0E-4	81.0
4	5000	5	1	1.0E-4	60.0
Media:5000	5	1	1.0E-4	77.08
1234	5000	5	1	1.0E-5	70.8
242359	5000	5	1	1.0E-5	90.2
986	5000	5	1	1.0E-5	54.0
5437	5000	5	1	1.0E-5	103.0
72463	5000	5	1	1.0E-5	56.4
97856	5000	5	1	1.0E-5	86.0
7105	5000	5	1	1.0E-5	70.8
3189	5000	5	1	1.0E-5	93.8
13594	5000	5	1	1.0E-5	81.0
4	5000	5	1	1.0E-5	59.2
Media:5000	5	1	1.0E-5	76.52
1234	5000	5	2	0.1	71.6
242359	5000	5	2	0.1	90.2
986	5000	5	2	0.1	54.0
5437	5000	5	2	0.1	101.6
72463	5000	5	2	0.1	57.6
97856	5000	5	2	0.1	85.6
7105	5000	5	2	0.1	72.0
3189	5000	5	2	0.1	96.0
13594	5000	5	2	0.1	81.0
4	5000	5	2	0.1	60.0
Media:5000	5	2	0.1	76.96000000000001
1234	5000	5	2	0.01	70.0
242359	5000	5	2	0.01	89.6
986	5000	5	2	0.01	54.0
5437	5000	5	2	0.01	101.8
72463	5000	5	2	0.01	58.0
97856	5000	5	2	0.01	85.4
7105	5000	5	2	0.01	71.6
3189	5000	5	2	0.01	95.4
13594	5000	5	2	0.01	81.0
4	5000	5	2	0.01	58.6
Media:5000	5	2	0.01	76.53999999999999
1234	5000	5	2	0.001	71.4
242359	5000	5	2	0.001	91.0
986	5000	5	2	0.001	53.2
5437	5000	5	2	0.001	102.0
72463	5000	5	2	0.001	57.4
97856	5000	5	2	0.001	83.0
7105	5000	5	2	0.001	71.2
3189	5000	5	2	0.001	93.8
13594	5000	5	2	0.001	81.0
4	5000	5	2	0.001	57.0
Media:5000	5	2	0.001	76.1
1234	5000	5	2	1.0E-4	68.4
242359	5000	5	2	1.0E-4	85.6
986	5000	5	2	1.0E-4	50.8
5437	5000	5	2	1.0E-4	100.2
72463	5000	5	2	1.0E-4	55.6
97856	5000	5	2	1.0E-4	85.6
7105	5000	5	2	1.0E-4	70.0
3189	5000	5	2	1.0E-4	94.0
13594	5000	5	2	1.0E-4	79.2
4	5000	5	2	1.0E-4	56.4
Media:5000	5	2	1.0E-4	74.58000000000001
1234	5000	5	2	1.0E-5	71.0
242359	5000	5	2	1.0E-5	86.6
986	5000	5	2	1.0E-5	54.0
5437	5000	5	2	1.0E-5	96.8
72463	5000	5	2	1.0E-5	56.4
97856	5000	5	2	1.0E-5	82.6
7105	5000	5	2	1.0E-5	70.8
3189	5000	5	2	1.0E-5	94.4
13594	5000	5	2	1.0E-5	79.4
4	5000	5	2	1.0E-5	57.4
Media:5000	5	2	1.0E-5	74.93999999999998
1234	5000	5	3	0.1	71.4
242359	5000	5	3	0.1	91.0
986	5000	5	3	0.1	54.0
5437	5000	5	3	0.1	99.6
72463	5000	5	3	0.1	58.0
97856	5000	5	3	0.1	85.4
7105	5000	5	3	0.1	72.0
3189	5000	5	3	0.1	96.0
13594	5000	5	3	0.1	81.0
4	5000	5	3	0.1	60.0
Media:5000	5	3	0.1	76.84
1234	5000	5	3	0.01	70.6
242359	5000	5	3	0.01	88.8
986	5000	5	3	0.01	52.8
5437	5000	5	3	0.01	100.6
72463	5000	5	3	0.01	56.4
97856	5000	5	3	0.01	84.2
7105	5000	5	3	0.01	68.6
3189	5000	5	3	0.01	96.0
13594	5000	5	3	0.01	80.6
4	5000	5	3	0.01	58.8
Media:5000	5	3	0.01	75.73999999999998
1234	5000	5	3	0.001	69.4
242359	5000	5	3	0.001	88.8
986	5000	5	3	0.001	53.0
5437	5000	5	3	0.001	103.2
72463	5000	5	3	0.001	55.0
97856	5000	5	3	0.001	84.8
7105	5000	5	3	0.001	65.0
3189	5000	5	3	0.001	93.2
13594	5000	5	3	0.001	79.2
4	5000	5	3	0.001	58.8
Media:5000	5	3	0.001	75.04
1234	5000	5	3	1.0E-4	62.8
242359	5000	5	3	1.0E-4	79.4
986	5000	5	3	1.0E-4	50.0
5437	5000	5	3	1.0E-4	92.4
72463	5000	5	3	1.0E-4	49.4
97856	5000	5	3	1.0E-4	74.6
7105	5000	5	3	1.0E-4	64.8
3189	5000	5	3	1.0E-4	91.2
13594	5000	5	3	1.0E-4	76.8
4	5000	5	3	1.0E-4	51.6
Media:5000	5	3	1.0E-4	69.3
1234	5000	5	3	1.0E-5	60.0
242359	5000	5	3	1.0E-5	71.6
986	5000	5	3	1.0E-5	51.4
5437	5000	5	3	1.0E-5	89.4
72463	5000	5	3	1.0E-5	54.4
97856	5000	5	3	1.0E-5	82.2
7105	5000	5	3	1.0E-5	65.8
3189	5000	5	3	1.0E-5	91.6
13594	5000	5	3	1.0E-5	75.0
4	5000	5	3	1.0E-5	46.2
Media:5000	5	3	1.0E-5	68.76
1234	5000	5	4	0.1	71.0
242359	5000	5	4	0.1	90.2
986	5000	5	4	0.1	53.2
5437	5000	5	4	0.1	102.8
72463	5000	5	4	0.1	58.0
97856	5000	5	4	0.1	86.0
7105	5000	5	4	0.1	72.0
3189	5000	5	4	0.1	96.0
13594	5000	5	4	0.1	81.0
4	5000	5	4	0.1	59.0
Media:5000	5	4	0.1	76.92
1234	5000	5	4	0.01	70.2
242359	5000	5	4	0.01	89.8
986	5000	5	4	0.01	52.2
5437	5000	5	4	0.01	96.2
72463	5000	5	4	0.01	56.6
97856	5000	5	4	0.01	83.4
7105	5000	5	4	0.01	66.2
3189	5000	5	4	0.01	90.2
13594	5000	5	4	0.01	81.0
4	5000	5	4	0.01	58.2
Media:5000	5	4	0.01	74.4
1234	5000	5	4	0.001	65.0
242359	5000	5	4	0.001	84.2
986	5000	5	4	0.001	52.6
5437	5000	5	4	0.001	91.6
72463	5000	5	4	0.001	54.4
97856	5000	5	4	0.001	77.6
7105	5000	5	4	0.001	67.2
3189	5000	5	4	0.001	92.2
13594	5000	5	4	0.001	76.2
4	5000	5	4	0.001	54.6
Media:5000	5	4	0.001	71.56
1234	5000	5	4	1.0E-4	53.2
242359	5000	5	4	1.0E-4	74.6
986	5000	5	4	1.0E-4	48.0
5437	5000	5	4	1.0E-4	81.8
72463	5000	5	4	1.0E-4	48.2
97856	5000	5	4	1.0E-4	63.0
7105	5000	5	4	1.0E-4	60.2
3189	5000	5	4	1.0E-4	88.6
13594	5000	5	4	1.0E-4	67.0
4	5000	5	4	1.0E-4	45.0
Media:5000	5	4	1.0E-4	62.96
1234	5000	5	4	1.0E-5	51.8
242359	5000	5	4	1.0E-5	66.4
986	5000	5	4	1.0E-5	47.8
5437	5000	5	4	1.0E-5	74.8
72463	5000	5	4	1.0E-5	50.4
97856	5000	5	4	1.0E-5	68.2
7105	5000	5	4	1.0E-5	63.2
3189	5000	5	4	1.0E-5	84.6
13594	5000	5	4	1.0E-5	67.4
4	5000	5	4	1.0E-5	40.4
Media:5000	5	4	1.0E-5	61.499999999999986
1234	5000	5	5	0.1	71.2
242359	5000	5	5	0.1	91.0
986	5000	5	5	0.1	54.0
5437	5000	5	5	0.1	100.8
72463	5000	5	5	0.1	56.0
97856	5000	5	5	0.1	80.2
7105	5000	5	5	0.1	72.0
3189	5000	5	5	0.1	95.4
13594	5000	5	5	0.1	81.0
4	5000	5	5	0.1	59.2
Media:5000	5	5	0.1	76.08000000000001
1234	5000	5	5	0.01	69.0
242359	5000	5	5	0.01	83.0
986	5000	5	5	0.01	51.0
5437	5000	5	5	0.01	101.8
72463	5000	5	5	0.01	53.6
97856	5000	5	5	0.01	85.0
7105	5000	5	5	0.01	66.8
3189	5000	5	5	0.01	95.0
13594	5000	5	5	0.01	80.8
4	5000	5	5	0.01	58.6
Media:5000	5	5	0.01	74.46000000000001
1234	5000	5	5	0.001	63.6
242359	5000	5	5	0.001	86.6
986	5000	5	5	0.001	45.2
5437	5000	5	5	0.001	98.2
72463	5000	5	5	0.001	51.4
97856	5000	5	5	0.001	72.8
7105	5000	5	5	0.001	63.8
3189	5000	5	5	0.001	89.8
13594	5000	5	5	0.001	72.4
4	5000	5	5	0.001	52.4
Media:5000	5	5	0.001	69.61999999999999
1234	5000	5	5	1.0E-4	50.4
242359	5000	5	5	1.0E-4	63.4
986	5000	5	5	1.0E-4	46.6
5437	5000	5	5	1.0E-4	66.4
72463	5000	5	5	1.0E-4	44.2
97856	5000	5	5	1.0E-4	69.0
7105	5000	5	5	1.0E-4	51.4
3189	5000	5	5	1.0E-4	78.2
13594	5000	5	5	1.0E-4	65.0
4	5000	5	5	1.0E-4	38.6
Media:5000	5	5	1.0E-4	57.31999999999999
1234	5000	5	5	1.0E-5	43.8
242359	5000	5	5	1.0E-5	62.4
986	5000	5	5	1.0E-5	47.6
5437	5000	5	5	1.0E-5	63.8
72463	5000	5	5	1.0E-5	42.8
97856	5000	5	5	1.0E-5	54.0
7105	5000	5	5	1.0E-5	52.0
3189	5000	5	5	1.0E-5	72.4
13594	5000	5	5	1.0E-5	56.6
4	5000	5	5	1.0E-5	34.0
Media:5000	5	5	1.0E-5	52.94
1234	5000	5	6	0.1	71.6
242359	5000	5	6	0.1	87.6
986	5000	5	6	0.1	52.0
5437	5000	5	6	0.1	99.6
72463	5000	5	6	0.1	56.8
97856	5000	5	6	0.1	85.6
7105	5000	5	6	0.1	71.0
3189	5000	5	6	0.1	95.4
13594	5000	5	6	0.1	81.0
4	5000	5	6	0.1	60.0
Media:5000	5	6	0.1	76.05999999999999
1234	5000	5	6	0.01	71.2
242359	5000	5	6	0.01	87.0
986	5000	5	6	0.01	53.6
5437	5000	5	6	0.01	100.0
72463	5000	5	6	0.01	54.8
97856	5000	5	6	0.01	85.8
7105	5000	5	6	0.01	69.2
3189	5000	5	6	0.01	92.8
13594	5000	5	6	0.01	79.4
4	5000	5	6	0.01	56.0
Media:5000	5	6	0.01	74.97999999999999
1234	5000	5	6	0.001	60.4
242359	5000	5	6	0.001	84.0
986	5000	5	6	0.001	47.6
5437	5000	5	6	0.001	98.4
72463	5000	5	6	0.001	46.4
97856	5000	5	6	0.001	75.6
7105	5000	5	6	0.001	59.4
3189	5000	5	6	0.001	87.8
13594	5000	5	6	0.001	69.6
4	5000	5	6	0.001	45.0
Media:5000	5	6	0.001	67.41999999999999
1234	5000	5	6	1.0E-4	39.6
242359	5000	5	6	1.0E-4	61.2
986	5000	5	6	1.0E-4	48.2
5437	5000	5	6	1.0E-4	61.0
72463	5000	5	6	1.0E-4	43.6
97856	5000	5	6	1.0E-4	56.4
7105	5000	5	6	1.0E-4	49.2
3189	5000	5	6	1.0E-4	66.6
13594	5000	5	6	1.0E-4	58.6
4	5000	5	6	1.0E-4	31.0
Media:5000	5	6	1.0E-4	51.54
1234	5000	5	6	1.0E-5	42.6
242359	5000	5	6	1.0E-5	53.8
986	5000	5	6	1.0E-5	46.8
5437	5000	5	6	1.0E-5	59.8
72463	5000	5	6	1.0E-5	43.0
97856	5000	5	6	1.0E-5	54.2
7105	5000	5	6	1.0E-5	43.8
3189	5000	5	6	1.0E-5	65.0
13594	5000	5	6	1.0E-5	60.2
4	5000	5	6	1.0E-5	32.8
Media:5000	5	6	1.0E-5	50.2
1234	5000	5	7	0.1	71.8
242359	5000	5	7	0.1	90.0
986	5000	5	7	0.1	53.0
5437	5000	5	7	0.1	99.2
72463	5000	5	7	0.1	56.4
97856	5000	5	7	0.1	83.8
7105	5000	5	7	0.1	72.0
3189	5000	5	7	0.1	96.0
13594	5000	5	7	0.1	78.4
4	5000	5	7	0.1	59.2
Media:5000	5	7	0.1	75.98
1234	5000	5	7	0.01	69.2
242359	5000	5	7	0.01	86.8
986	5000	5	7	0.01	51.8
5437	5000	5	7	0.01	97.0
72463	5000	5	7	0.01	55.4
97856	5000	5	7	0.01	78.4
7105	5000	5	7	0.01	65.6
3189	5000	5	7	0.01	92.8
13594	5000	5	7	0.01	75.8
4	5000	5	7	0.01	58.0
Media:5000	5	7	0.01	73.08
1234	5000	5	7	0.001	55.4
242359	5000	5	7	0.001	75.2
986	5000	5	7	0.001	43.0
5437	5000	5	7	0.001	85.8
72463	5000	5	7	0.001	48.8
97856	5000	5	7	0.001	68.4
7105	5000	5	7	0.001	55.6
3189	5000	5	7	0.001	84.0
13594	5000	5	7	0.001	63.2
4	5000	5	7	0.001	45.4
Media:5000	5	7	0.001	62.480000000000004
1234	5000	5	7	1.0E-4	34.8
242359	5000	5	7	1.0E-4	56.0
986	5000	5	7	1.0E-4	41.6
5437	5000	5	7	1.0E-4	52.2
72463	5000	5	7	1.0E-4	43.8
97856	5000	5	7	1.0E-4	54.8
7105	5000	5	7	1.0E-4	49.6
3189	5000	5	7	1.0E-4	65.0
13594	5000	5	7	1.0E-4	62.0
4	5000	5	7	1.0E-4	36.4
Media:5000	5	7	1.0E-4	49.620000000000005
1234	5000	5	7	1.0E-5	37.4
242359	5000	5	7	1.0E-5	46.8
986	5000	5	7	1.0E-5	48.2
5437	5000	5	7	1.0E-5	48.0
72463	5000	5	7	1.0E-5	45.2
97856	5000	5	7	1.0E-5	55.8
7105	5000	5	7	1.0E-5	41.0
3189	5000	5	7	1.0E-5	59.0
13594	5000	5	7	1.0E-5	61.4
4	5000	5	7	1.0E-5	29.4
Media:5000	5	7	1.0E-5	47.21999999999999
1234	5000	5	8	0.1	69.6
242359	5000	5	8	0.1	90.2
986	5000	5	8	0.1	53.2
5437	5000	5	8	0.1	100.8
72463	5000	5	8	0.1	57.6
97856	5000	5	8	0.1	82.8
7105	5000	5	8	0.1	70.6
3189	5000	5	8	0.1	96.0
13594	5000	5	8	0.1	81.0
4	5000	5	8	0.1	57.8
Media:5000	5	8	0.1	75.96000000000001
1234	5000	5	8	0.01	68.8
242359	5000	5	8	0.01	81.8
986	5000	5	8	0.01	51.4
5437	5000	5	8	0.01	100.6
72463	5000	5	8	0.01	51.4
97856	5000	5	8	0.01	79.8
7105	5000	5	8	0.01	69.0
3189	5000	5	8	0.01	90.2
13594	5000	5	8	0.01	75.0
4	5000	5	8	0.01	56.8
Media:5000	5	8	0.01	72.47999999999999
1234	5000	5	8	0.001	57.0
242359	5000	5	8	0.001	78.2
986	5000	5	8	0.001	43.8
5437	5000	5	8	0.001	93.0
72463	5000	5	8	0.001	39.0
97856	5000	5	8	0.001	67.8
7105	5000	5	8	0.001	56.0
3189	5000	5	8	0.001	88.0
13594	5000	5	8	0.001	64.4
4	5000	5	8	0.001	41.0
Media:5000	5	8	0.001	62.81999999999999
1234	5000	5	8	1.0E-4	34.6
242359	5000	5	8	1.0E-4	44.6
986	5000	5	8	1.0E-4	43.4
5437	5000	5	8	1.0E-4	47.2
72463	5000	5	8	1.0E-4	37.4
97856	5000	5	8	1.0E-4	43.6
7105	5000	5	8	1.0E-4	48.4
3189	5000	5	8	1.0E-4	65.4
13594	5000	5	8	1.0E-4	58.0
4	5000	5	8	1.0E-4	28.8
Media:5000	5	8	1.0E-4	45.14
1234	5000	5	8	1.0E-5	35.4
242359	5000	5	8	1.0E-5	41.4
986	5000	5	8	1.0E-5	44.4
5437	5000	5	8	1.0E-5	52.0
72463	5000	5	8	1.0E-5	37.8
97856	5000	5	8	1.0E-5	52.4
7105	5000	5	8	1.0E-5	47.4
3189	5000	5	8	1.0E-5	58.8
13594	5000	5	8	1.0E-5	56.8
4	5000	5	8	1.0E-5	30.4
Media:5000	5	8	1.0E-5	45.67999999999999
1234	5000	5	9	0.1	69.6
242359	5000	5	9	0.1	89.8
986	5000	5	9	0.1	52.2
5437	5000	5	9	0.1	99.8
72463	5000	5	9	0.1	55.6
97856	5000	5	9	0.1	85.2
7105	5000	5	9	0.1	70.0
3189	5000	5	9	0.1	93.8
13594	5000	5	9	0.1	81.0
4	5000	5	9	0.1	58.4
Media:5000	5	9	0.1	75.53999999999999
1234	5000	5	9	0.01	65.6
242359	5000	5	9	0.01	86.2
986	5000	5	9	0.01	49.2
5437	5000	5	9	0.01	92.4
72463	5000	5	9	0.01	52.8
97856	5000	5	9	0.01	79.0
7105	5000	5	9	0.01	67.4
3189	5000	5	9	0.01	87.6
13594	5000	5	9	0.01	79.0
4	5000	5	9	0.01	56.2
Media:5000	5	9	0.01	71.54
1234	5000	5	9	0.001	52.2
242359	5000	5	9	0.001	75.4
986	5000	5	9	0.001	41.6
5437	5000	5	9	0.001	82.8
72463	5000	5	9	0.001	40.6
97856	5000	5	9	0.001	65.8
7105	5000	5	9	0.001	43.2
